order_id,customer_id,product_id,order_date,gross_sales,cogs,discount_amount,refund_amount,ingestion_batch,loaded_at
ORD-000032,CUST-0003,PRD-012,2024-04-30 00:00:00,9254.03,4441.93,1705.56,9254.03,Batch_01,2024-04-30 02:00:00
ORD-000033,CUST-0003,PRD-007,2024-05-21 00:00:00,6583.04,4081.48,0.0,0.0,Batch_01,2024-05-21 02:00:00
ORD-000034,CUST-0003,PRD-003,2024-06-12 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2024-06-12 02:00:00
ORD-000035,CUST-0004,PRD-004,2022-05-20 00:00:00,6617.87,5228.12,792.79,0.0,Batch_01,2022-05-20 02:00:00
ORD-000036,CUST-0004,PRD-011,2022-06-11 00:00:00,1844.81,1402.06,494.03,0.0,Batch_01,2022-06-11 02:00:00
ORD-000037,CUST-0004,PRD-014,2022-07-05 00:00:00,1642.6,1116.97,282.63,,Batch_01,2022-07-05 02:00:00
ORD-000038,CUST-0004,PRD-016,2022-07-25 00:00:00,3288.18,2531.9,,0.0,Batch_01,2022-07-25 02:00:00
ORD-000039,CUST-0004,PRD-016,2022-08-15 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2022-08-15 02:00:00
ORD-000040,CUST-0004,PRD-017,2022-09-05 00:00:00,3804.52,2587.07,0.0,0.0,Batch_01,2022-09-05 02:00:00
ORD-000041,CUST-0004,PRD-009,2022-09-30 00:00:00,10623.02,7011.19,2146.79,0.0,Batch_01,2022-09-30 02:00:00
ORD-000042,CUST-0004,PRD-011,2022-10-23 00:00:00,1844.81,1402.06,410.9,0.0,Batch_01,2022-10-23 02:00:00
ORD-000043,CUST-0004,PRD-013,2022-11-22 00:00:00,7161.66,5371.24,0.0,,Batch_01,2022-11-22 02:00:00
ORD-000044,CUST-0004,PRD-015,2022-12-11 00:00:00,9468.54,4355.53,2106.39,0.0,Batch_01,2022-12-11 02:00:00
ORD-000045,CUST-0004,PRD-007,2022-12-30 00:00:00,6583.04,4081.48,1110.72,0.0,Batch_01,2022-12-30 02:00:00
ORD-000046,CUST-0004,PRD-008,2023-01-20 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2023-01-20 02:00:00
ORD-000047,CUST-0004,PRD-004,2023-02-11 00:00:00,6617.87,5228.12,0.0,,Batch_01,2023-02-11 02:00:00
ORD-000048,CUST-0004,PRD-017,2023-03-10 00:00:00,3804.52,2587.07,0.0,0.0,Batch_01,2023-03-10 02:00:00
ORD-000049,CUST-0004,PRD-009,2023-04-02 00:00:00,10623.02,7011.19,2877.16,0.0,Batch_01,2023-04-02 02:00:00
ORD-000050,CUST-0004,PRD-008,2023-05-02 00:00:00,12236.74,9789.39,3044.2,0.0,Batch_01,2023-05-02 02:00:00
ORD-000051,CUST-0004,PRD-015,2023-05-24 00:00:00,9468.54,4355.53,1127.8,0.0,Batch_01,2023-05-24 02:00:00
ORD-000052,CUST-0004,PRD-016,2023-06-18 00:00:00,3288.18,2531.9,835.81,,Batch_01,2023-06-18 02:00:00
ORD-000053,CUST-0004,PRD-019,2023-06-26 00:00:00,4530.62,2491.84,1013.14,0.0,Batch_01,2023-06-26 02:00:00
ORD-000054,CUST-0004,PRD-011,2023-07-24 00:00:00,1844.81,1402.06,269.1,,Batch_01,2023-07-24 02:00:00
ORD-000055,CUST-0004,PRD-009,2023-08-17 00:00:00,10623.02,7011.19,2181.42,0.0,Batch_01,2023-08-17 02:00:00
ORD-000056,CUST-0004,PRD-015,2023-09-09 00:00:00,9468.54,4355.53,2680.11,0.0,Batch_01,2023-09-09 02:00:00
ORD-000057,CUST-0004,PRD-007,2023-10-09 00:00:00,6583.04,4081.48,0.0,0.0,Batch_01,2023-10-09 02:00:00
ORD-000058,CUST-0004,PRD-006,2023-10-31 00:00:00,3383.15,1826.9,,0.0,Batch_01,2023-10-31 02:00:00
ORD-000059,CUST-0004,PRD-019,2023-11-21 00:00:00,4530.62,2491.84,1131.67,0.0,Batch_01,2023-11-21 02:00:00
ORD-000060,CUST-0004,PRD-012,2023-12-11 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2023-12-11 02:00:00
ORD-000061,CUST-0004,PRD-017,2024-01-06 00:00:00,3804.52,2587.07,553.27,0.0,Batch_01,2024-01-06 02:00:00
ORD-000062,CUST-0004,PRD-006,2024-01-21 00:00:00,3383.15,1826.9,,0.0,Batch_01,2024-01-21 02:00:00
ORD-000063,CUST-0004,PRD-015,2024-02-11 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2024-02-11 02:00:00
ORD-000064,CUST-0004,PRD-019,2024-03-11 00:00:00,4530.62,2491.84,0.0,0.0,Batch_01,2024-03-11 02:00:00
ORD-000065,CUST-0004,PRD-011,2024-03-28 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2024-03-28 02:00:00
ORD-000066,CUST-0004,PRD-015,2024-04-15 00:00:00,9468.54,4355.53,0.0,,Batch_01,2024-04-15 02:00:00
ORD-000067,CUST-0004,PRD-008,2024-05-08 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2024-05-08 02:00:00
ORD-000068,CUST-0004,PRD-018,2024-06-03 00:00:00,12902.11,5805.95,1935.05,0.0,Batch_01,2024-06-03 02:00:00
ORD-000069,CUST-0004,PRD-011,2024-06-26 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2024-06-26 02:00:00
ORD-000070,CUST-0005,PRD-001,2022-02-22 00:00:00,2114.3,1057.15,0.0,0.0,Batch_01,2022-02-22 02:00:00
ORD-000071,CUST-0005,PRD-012,2022-03-08 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2022-03-08 02:00:00
ORD-000072,CUST-0005,PRD-009,2022-03-26 00:00:00,10623.02,7011.19,0.0,0.0,Batch_01,2022-03-26 02:00:00
ORD-000073,CUST-0005,PRD-016,2022-04-13 00:00:00,3288.18,2531.9,0.0,3288.18,Batch_01,2022-04-13 02:00:00
ORD-000074,CUST-0005,PRD-004,2022-04-25 00:00:00,6617.87,5228.12,1264.47,,Batch_01,2022-04-25 02:00:00
ORD-000075,CUST-0005,PRD-015,2022-05-06 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2022-05-06 02:00:00
ORD-000076,CUST-0005,PRD-018,2022-05-19 00:00:00,12902.11,5805.95,0.0,,Batch_01,2022-05-19 02:00:00
ORD-000077,CUST-0005,PRD-012,2022-06-01 00:00:00,9254.03,4441.93,0.0,9254.03,Batch_01,2022-06-01 02:00:00
ORD-000078,CUST-0005,PRD-017,2022-06-13 00:00:00,3804.52,2587.07,449.08,3804.52,Batch_01,2022-06-13 02:00:00
ORD-000079,CUST-0005,PRD-004,2022-06-25 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2022-06-25 02:00:00
ORD-000080,CUST-0005,PRD-004,2022-07-06 00:00:00,6617.87,5228.12,0.0,,Batch_01,2022-07-06 02:00:00
ORD-000081,CUST-0005,PRD-020,2022-07-19 00:00:00,2858.48,1886.6,,2858.48,Batch_01,2022-07-19 02:00:00
ORD-000082,CUST-0005,PRD-004,2022-08-06 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2022-08-06 02:00:00
ORD-000083,CUST-0005,PRD-008,2022-08-14 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2022-08-14 02:00:00
ORD-000084,CUST-0005,PRD-019,2022-09-02 00:00:00,4530.62,2491.84,1336.17,0.0,Batch_01,2022-09-02 02:00:00
ORD-000085,CUST-0005,PRD-003,2022-09-19 00:00:00,11239.68,6519.01,,0.0,Batch_01,2022-09-19 02:00:00
ORD-000086,CUST-0005,PRD-016,2022-10-02 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2022-10-02 02:00:00
ORD-000087,CUST-0005,PRD-012,2022-10-16 00:00:00,9254.03,4441.93,0.0,,Batch_01,2022-10-16 02:00:00
ORD-000088,CUST-0005,PRD-009,2022-10-31 00:00:00,10623.02,7011.19,0.0,0.0,Batch_01,2022-10-31 02:00:00
ORD-000089,CUST-0005,PRD-013,2022-11-16 00:00:00,7161.66,5371.24,0.0,,Batch_01,2022-11-16 02:00:00
ORD-000090,CUST-0005,PRD-004,2022-11-26 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2022-11-26 02:00:00
ORD-000091,CUST-0005,PRD-015,2022-12-10 00:00:00,9468.54,4355.53,0.0,9468.54,Batch_01,2022-12-10 02:00:00
ORD-000092,CUST-0005,PRD-001,2022-12-19 00:00:00,2114.3,1057.15,0.0,0.0,Batch_01,2022-12-19 02:00:00
ORD-000093,CUST-0005,PRD-010,2023-01-01 00:00:00,3622.05,1774.8,937.67,0.0,Batch_01,2023-01-01 02:00:00
ORD-000094,CUST-0005,PRD-013,2023-01-12 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2023-01-12 02:00:00
ORD-000095,CUST-0005,PRD-007,2023-01-22 00:00:00,6583.04,4081.48,0.0,0.0,Batch_01,2023-01-22 02:00:00
ORD-000096,CUST-0005,PRD-011,2023-02-03 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2023-02-03 02:00:00
ORD-000097,CUST-0005,PRD-004,2023-02-20 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2023-02-20 02:00:00
ORD-000098,CUST-0005,PRD-003,2023-03-07 00:00:00,11239.68,6519.01,0.0,11239.68,Batch_01,2023-03-07 02:00:00
ORD-000099,CUST-0005,PRD-001,2023-03-17 00:00:00,2114.3,1057.15,0.0,0.0,Batch_01,2023-03-17 02:00:00
ORD-000100,CUST-0005,PRD-014,2023-03-26 00:00:00,1642.6,1116.97,0.0,0.0,Batch_01,2023-03-26 02:00:00
ORD-000101,CUST-0005,PRD-007,2023-04-11 00:00:00,6583.04,4081.48,0.0,0.0,Batch_01,2023-04-11 02:00:00
ORD-000102,CUST-0005,PRD-007,2023-04-25 00:00:00,6583.04,4081.48,0.0,6583.04,Batch_01,2023-04-25 02:00:00
ORD-000103,CUST-0005,PRD-020,2023-05-06 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2023-05-06 02:00:00
ORD-000104,CUST-0005,PRD-012,2023-05-16 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2023-05-16 02:00:00
ORD-000105,CUST-0005,PRD-003,2023-05-27 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2023-05-27 02:00:00
ORD-000106,CUST-0005,PRD-020,2023-06-11 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2023-06-11 02:00:00
ORD-000107,CUST-0005,PRD-018,2023-06-24 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2023-06-24 02:00:00
ORD-000108,CUST-0005,PRD-015,2023-07-08 00:00:00,9468.54,4355.53,,0.0,Batch_01,2023-07-08 02:00:00
ORD-000109,CUST-0005,PRD-002,2023-07-28 00:00:00,3736.56,1905.65,0.0,0.0,Batch_01,2023-07-28 02:00:00
ORD-000110,CUST-0005,PRD-004,2023-08-12 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2023-08-12 02:00:00
ORD-000111,CUST-0005,PRD-013,2023-08-27 00:00:00,7161.66,,0.0,0.0,Batch_01,2023-08-27 02:00:00
ORD-000112,CUST-0005,PRD-017,2023-09-05 00:00:00,3804.52,2587.07,0.0,3804.52,Batch_01,2023-09-05 02:00:00
ORD-000113,CUST-0005,PRD-020,2023-09-19 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2023-09-19 02:00:00
ORD-000114,CUST-0005,PRD-012,2023-10-03 00:00:00,9254.03,4441.93,0.0,9254.03,Batch_01,2023-10-03 02:00:00
ORD-000115,CUST-0005,PRD-005,2023-10-19 00:00:00,3873.58,2169.2,0.0,0.0,Batch_01,2023-10-19 02:00:00
ORD-000116,CUST-0005,PRD-005,2023-10-28 00:00:00,3873.58,2169.2,0.0,3873.58,Batch_01,2023-10-28 02:00:00
ORD-000117,CUST-0005,PRD-016,2023-11-11 00:00:00,3288.18,2531.9,0.0,3288.18,Batch_01,2023-11-11 02:00:00
ORD-000118,CUST-0005,PRD-002,2023-11-22 00:00:00,3736.56,1905.65,0.0,3736.56,Batch_01,2023-11-22 02:00:00
ORD-000119,CUST-0005,PRD-006,2023-12-07 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2023-12-07 02:00:00
ORD-000120,CUST-0005,PRD-009,2023-12-23 00:00:00,10623.02,7011.19,0.0,10623.02,Batch_01,2023-12-23 02:00:00
ORD-000121,CUST-0005,PRD-015,2024-01-05 00:00:00,9468.54,4355.53,0.0,9468.54,Batch_01,2024-01-05 02:00:00
ORD-000122,CUST-0005,PRD-012,2024-01-22 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2024-01-22 02:00:00
ORD-000123,CUST-0005,PRD-012,2024-02-09 00:00:00,9254.03,4441.93,0.0,0.0,Batch_01,2024-02-09 02:00:00
ORD-000124,CUST-0005,PRD-007,2024-02-27 00:00:00,6583.04,,0.0,0.0,Batch_01,2024-02-27 02:00:00
ORD-000125,CUST-0005,PRD-002,2024-03-09 00:00:00,3736.56,1905.65,0.0,3736.56,Batch_01,2024-03-09 02:00:00
ORD-000126,CUST-0005,PRD-013,2024-03-16 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2024-03-16 02:00:00
ORD-000127,CUST-0005,PRD-005,2024-03-30 00:00:00,3873.58,2169.2,554.62,,Batch_01,2024-03-30 02:00:00
ORD-000128,CUST-0005,PRD-020,2024-04-11 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2024-04-11 02:00:00
ORD-000129,CUST-0005,PRD-018,2024-04-24 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2024-04-24 02:00:00
ORD-000130,CUST-0005,PRD-013,2024-05-05 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2024-05-05 02:00:00
ORD-000131,CUST-0005,PRD-019,2024-05-22 00:00:00,4530.62,2491.84,0.0,0.0,Batch_01,2024-05-22 02:00:00
ORD-000132,CUST-0005,PRD-009,2024-06-03 00:00:00,10623.02,7011.19,0.0,0.0,Batch_01,2024-06-03 02:00:00
ORD-000133,CUST-0005,PRD-015,2024-06-15 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2024-06-15 02:00:00
ORD-000134,CUST-0005,PRD-020,2024-06-25 00:00:00,2858.48,1886.6,0.0,0.0,Batch_01,2024-06-25 02:00:00
ORD-000135,CUST-0006,PRD-006,2022-09-23 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2022-09-23 02:00:00
ORD-000136,CUST-0006,PRD-011,2022-10-01 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2022-10-01 02:00:00
ORD-000137,CUST-0006,PRD-016,2022-10-10 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2022-10-10 02:00:00
ORD-000138,CUST-0006,PRD-020,2022-10-19 00:00:00,2858.48,1886.6,597.78,0.0,Batch_01,2022-10-19 02:00:00
ORD-000139,CUST-0006,PRD-015,2022-10-27 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2022-10-27 02:00:00
ORD-000140,CUST-0006,PRD-004,2022-11-03 00:00:00,6617.87,5228.12,0.0,,Batch_01,2022-11-03 02:00:00
ORD-000141,CUST-0006,PRD-008,2022-11-10 00:00:00,12236.74,,1263.57,0.0,Batch_01,2022-11-10 02:00:00
ORD-000142,CUST-0006,PRD-014,2022-11-19 00:00:00,1642.6,1116.97,,0.0,Batch_01,2022-11-19 02:00:00
ORD-000143,CUST-0006,PRD-001,2022-11-28 00:00:00,2114.3,1057.15,0.0,0.0,Batch_01,2022-11-28 02:00:00
ORD-000144,CUST-0006,PRD-015,2022-12-08 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2022-12-08 02:00:00
ORD-000145,CUST-0006,PRD-011,2022-12-14 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2022-12-14 02:00:00
ORD-000146,CUST-0006,PRD-010,2022-12-23 00:00:00,3622.05,1774.8,554.17,0.0,Batch_01,2022-12-23 02:00:00
ORD-000147,CUST-0006,PRD-007,2022-12-31 00:00:00,6583.04,4081.48,1053.68,0.0,Batch_01,2022-12-31 02:00:00
ORD-000148,CUST-0006,PRD-002,2023-01-08 00:00:00,3736.56,1905.65,431.35,0.0,Batch_01,2023-01-08 02:00:00
ORD-000149,CUST-0006,PRD-018,2023-01-16 00:00:00,12902.11,5805.95,,0.0,Batch_01,2023-01-16 02:00:00
ORD-000150,CUST-0006,PRD-006,2023-01-20 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2023-01-20 02:00:00
ORD-000151,CUST-0006,PRD-008,2023-01-27 00:00:00,12236.74,9789.39,3201.97,0.0,Batch_01,2023-01-27 02:00:00
ORD-000152,CUST-0006,PRD-013,2023-02-05 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2023-02-05 02:00:00
ORD-000153,CUST-0006,PRD-013,2023-02-13 00:00:00,7161.66,5371.24,0.0,0.0,Batch_01,2023-02-13 02:00:00
ORD-000154,CUST-0006,PRD-006,2023-02-23 00:00:00,3383.15,1826.9,0.0,0.0,Batch_01,2023-02-23 02:00:00
ORD-000155,CUST-0006,PRD-018,2023-03-01 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2023-03-01 02:00:00
ORD-000156,CUST-0006,PRD-013,2023-03-10 00:00:00,7161.66,5371.24,1467.26,0.0,Batch_01,2023-03-10 02:00:00
ORD-000157,CUST-0006,PRD-013,2023-03-17 00:00:00,7161.66,5371.24,1715.6,0.0,Batch_01,2023-03-17 02:00:00
ORD-000158,CUST-0006,PRD-005,2023-03-25 00:00:00,3873.58,2169.2,0.0,0.0,Batch_01,2023-03-25 02:00:00
ORD-000159,CUST-0006,PRD-014,2023-04-03 00:00:00,1642.6,1116.97,0.0,0.0,Batch_01,2023-04-03 02:00:00
ORD-000160,CUST-0006,PRD-011,2023-04-11 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2023-04-11 02:00:00
ORD-000161,CUST-0006,PRD-008,2023-04-19 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2023-04-19 02:00:00
ORD-000162,CUST-0006,PRD-005,2023-04-27 00:00:00,3873.58,2169.2,696.1,0.0,Batch_01,2023-04-27 02:00:00
ORD-000163,CUST-0006,PRD-008,2023-05-04 00:00:00,12236.74,9789.39,0.0,0.0,Batch_01,2023-05-04 02:00:00
ORD-000164,CUST-0006,PRD-008,2023-05-11 00:00:00,12236.74,9789.39,2621.92,0.0,Batch_01,2023-05-11 02:00:00
ORD-000165,CUST-0006,PRD-001,2023-05-19 00:00:00,2114.3,,0.0,0.0,Batch_01,2023-05-19 02:00:00
ORD-000166,CUST-0006,PRD-011,2023-05-24 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2023-05-24 02:00:00
ORD-000167,CUST-0006,PRD-017,2023-05-30 00:00:00,3804.52,2587.07,695.15,0.0,Batch_01,2023-05-30 02:00:00
ORD-000168,CUST-0006,PRD-020,2023-06-02 00:00:00,2858.48,1886.6,660.54,,Batch_01,2023-06-02 02:00:00
ORD-000169,CUST-0006,PRD-018,2023-06-09 00:00:00,12902.11,5805.95,3410.24,0.0,Batch_01,2023-06-09 02:00:00
ORD-000170,CUST-0006,PRD-010,2023-06-15 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2023-06-15 02:00:00
ORD-000171,CUST-0006,PRD-017,2023-06-23 00:00:00,3804.52,2587.07,,0.0,Batch_01,2023-06-23 02:00:00
ORD-000172,CUST-0006,PRD-003,2023-06-28 00:00:00,11239.68,6519.01,2786.5,0.0,Batch_01,2023-06-28 02:00:00
ORD-000173,CUST-0006,PRD-004,2023-07-04 00:00:00,6617.87,5228.12,1763.59,0.0,Batch_01,2023-07-04 02:00:00
ORD-000174,CUST-0006,PRD-017,2023-07-11 00:00:00,3804.52,2587.07,0.0,0.0,Batch_01,2023-07-11 02:00:00
ORD-000175,CUST-0006,PRD-016,2023-07-19 00:00:00,3288.18,2531.9,815.48,0.0,Batch_01,2023-07-19 02:00:00
ORD-000176,CUST-0006,PRD-001,2023-07-25 00:00:00,2114.3,1057.15,0.0,0.0,Batch_01,2023-07-25 02:00:00
ORD-000177,CUST-0006,PRD-017,2023-08-05 00:00:00,3804.52,,0.0,0.0,Batch_01,2023-08-05 02:00:00
ORD-000178,CUST-0006,PRD-012,2023-08-12 00:00:00,9254.03,4441.93,2602.31,0.0,Batch_01,2023-08-12 02:00:00
ORD-000179,CUST-0006,PRD-017,2023-08-19 00:00:00,3804.52,2587.07,533.16,0.0,Batch_01,2023-08-19 02:00:00
ORD-000180,CUST-0006,PRD-010,2023-08-26 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2023-08-26 02:00:00
ORD-000181,CUST-0006,PRD-018,2023-09-01 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2023-09-01 02:00:00
ORD-000182,CUST-0006,PRD-006,2023-09-05 00:00:00,3383.15,1826.9,411.32,0.0,Batch_01,2023-09-05 02:00:00
ORD-000183,CUST-0006,PRD-014,2023-09-13 00:00:00,1642.6,1116.97,486.14,0.0,Batch_01,2023-09-13 02:00:00
ORD-000184,CUST-0006,PRD-012,2023-09-20 00:00:00,9254.03,4441.93,0.0,,Batch_01,2023-09-20 02:00:00
ORD-000185,CUST-0006,PRD-002,2023-09-30 00:00:00,3736.56,1905.65,522.28,0.0,Batch_01,2023-09-30 02:00:00
ORD-000186,CUST-0006,PRD-007,2023-10-04 00:00:00,6583.04,4081.48,0.0,6583.04,Batch_01,2023-10-04 02:00:00
ORD-000187,CUST-0006,PRD-009,2023-10-12 00:00:00,10623.02,7011.19,2103.22,0.0,Batch_01,2023-10-12 02:00:00
ORD-000188,CUST-0006,PRD-011,2023-10-20 00:00:00,1844.81,1402.06,0.0,0.0,Batch_01,2023-10-20 02:00:00
ORD-000189,CUST-0006,PRD-004,2023-10-28 00:00:00,6617.87,5228.12,0.0,0.0,Batch_01,2023-10-28 02:00:00
ORD-000190,CUST-0006,PRD-009,2023-11-06 00:00:00,10623.02,7011.19,1609.77,0.0,Batch_01,2023-11-06 02:00:00
ORD-000191,CUST-0006,PRD-016,2023-11-13 00:00:00,3288.18,2531.9,0.0,0.0,Batch_01,2023-11-13 02:00:00
ORD-000192,CUST-0006,PRD-017,2023-11-22 00:00:00,3804.52,2587.07,640.52,0.0,Batch_01,2023-11-22 02:00:00
ORD-000193,CUST-0006,PRD-002,2023-11-28 00:00:00,3736.56,1905.65,0.0,0.0,Batch_01,2023-11-28 02:00:00
ORD-000194,CUST-0006,PRD-015,2023-12-09 00:00:00,9468.54,4355.53,0.0,0.0,Batch_01,2023-12-09 02:00:00
ORD-000195,CUST-0006,PRD-019,2023-12-17 00:00:00,4530.62,2491.84,0.0,0.0,Batch_01,2023-12-17 02:00:00
ORD-000196,CUST-0006,PRD-010,2023-12-24 00:00:00,3622.05,1774.8,0.0,0.0,Batch_01,2023-12-24 02:00:00
ORD-000197,CUST-0006,PRD-018,2023-12-29 00:00:00,12902.11,5805.95,0.0,0.0,Batch_01,2023-12-29 02:00:00
ORD-000198,CUST-0006,PRD-003,2024-01-07 00:00:00,11239.68,6519.01,1434.43,0.0,Batch_01,2024-01-07 02:00:00
ORD-000199,CUST-0006,PRD-003,2024-01-15 00:00:00,11239.68,6519.01,0.0,0.0,Batch_01,2024-01-15 02:00:00
