ticket_id,customer_id,order_id,ticket_date,resolution_cost
TKT-00073,CUST-0031,ORD-000765,2024-04-26 00:00:00,150.0
TKT-00074,CUST-0032,ORD-000788,2024-02-24 00:00:00,400.0
TKT-00075,CUST-0033,ORD-000796,2023-01-30 00:00:00,150.0
TKT-00076,CUST-0035,ORD-000830,2023-05-10 00:00:00,400.0
TKT-00077,CUST-0035,ORD-000834,2023-09-12 00:00:00,400.0
TKT-00078,CUST-0035,ORD-000835,2023-10-12 00:00:00,150.0
TKT-00079,CUST-0035,ORD-000837,2023-12-23 00:00:00,150.0
TKT-00080,CUST-0035,ORD-000839,2024-03-08 00:00:00,150.0
TKT-00081,CUST-0036,ORD-000858,2023-05-07 00:00:00,
TKT-00082,CUST-0036,ORD-000859,2023-05-31 00:00:00,150.0
TKT-00083,CUST-0036,ORD-000866,2023-10-26 00:00:00,150.0
TKT-00084,CUST-0036,ORD-000868,2023-12-10 00:00:00,150.0
TKT-00085,CUST-0036,ORD-000871,2024-02-26 00:00:00,150.0
TKT-00086,CUST-0037,ORD-000878,2022-03-02 00:00:00,150.0
TKT-00087,CUST-0037,ORD-000880,2022-03-20 00:00:00,400.0
TKT-00088,CUST-0037,ORD-000883,2022-04-25 00:00:00,400.0
TKT-00089,CUST-0037,ORD-000895,2023-11-27 00:00:00,150.0
TKT-00090,CUST-0038,ORD-000897,2023-05-25 00:00:00,150.0
TKT-00091,CUST-0039,ORD-000909,2022-09-29 00:00:00,400.0
TKT-00092,CUST-0039,ORD-000914,2023-03-07 00:00:00,150.0
TKT-00093,CUST-0039,ORD-000915,2023-04-27 00:00:00,150.0
TKT-00094,CUST-0040,ORD-000926,2022-09-20 00:00:00,150.0
TKT-00095,CUST-0040,ORD-000928,2022-10-11 00:00:00,150.0
TKT-00096,CUST-0040,ORD-000930,2022-11-08 00:00:00,400.0
TKT-00097,CUST-0040,ORD-000933,2022-12-10 00:00:00,150.0
TKT-00098,CUST-0040,ORD-000942,2023-03-11 00:00:00,150.0
TKT-00099,CUST-0040,ORD-000943,2023-03-25 00:00:00,150.0
TKT-00100,CUST-0040,ORD-000945,2023-04-10 00:00:00,150.0
TKT-00101,CUST-0040,ORD-000946,2023-04-20 00:00:00,150.0
TKT-00102,CUST-0040,ORD-000954,2023-07-29 00:00:00,150.0
TKT-00103,CUST-0040,ORD-000958,2023-09-07 00:00:00,150.0
TKT-00104,CUST-0040,ORD-000959,2023-09-20 00:00:00,150.0
TKT-00105,CUST-0040,ORD-000964,2023-11-08 00:00:00,150.0
TKT-00106,CUST-0040,ORD-000968,2023-12-26 00:00:00,150.0
TKT-00107,CUST-0040,ORD-000972,2024-02-15 00:00:00,150.0
TKT-00108,CUST-0040,ORD-000973,2024-02-27 00:00:00,400.0
TKT-00109,CUST-0040,ORD-000976,2024-04-02 00:00:00,150.0
TKT-00110,CUST-0040,ORD-000978,2024-04-27 00:00:00,150.0
TKT-00111,CUST-0040,ORD-000980,2024-05-16 00:00:00,150.0
TKT-00112,CUST-0040,ORD-000981,2024-05-29 00:00:00,
TKT-00113,CUST-0041,ORD-000991,2023-11-27 00:00:00,150.0
TKT-00114,CUST-0042,ORD-000998,2022-07-19 00:00:00,150.0
TKT-00115,CUST-0042,ORD-001014,2022-12-18 00:00:00,150.0
TKT-00116,CUST-0042,ORD-001033,2023-06-15 00:00:00,
TKT-00117,CUST-0042,ORD-001035,2023-07-07 00:00:00,150.0
TKT-00118,CUST-0042,ORD-001039,2023-08-11 00:00:00,150.0
TKT-00119,CUST-0042,ORD-001042,2023-09-03 00:00:00,150.0
TKT-00120,CUST-0042,ORD-001044,2023-09-21 00:00:00,400.0
TKT-00121,CUST-0042,ORD-001046,2023-10-11 00:00:00,400.0
TKT-00122,CUST-0042,ORD-001062,2024-03-06 00:00:00,400.0
TKT-00123,CUST-0042,ORD-001068,2024-05-01 00:00:00,150.0
TKT-00124,CUST-0042,ORD-001070,2024-05-17 00:00:00,150.0
TKT-00125,CUST-0042,ORD-001075,2024-07-04 00:00:00,150.0
TKT-00126,CUST-0046,ORD-001109,2023-12-29 00:00:00,150.0
TKT-00127,CUST-0046,ORD-001113,2024-04-28 00:00:00,400.0
TKT-00128,CUST-0048,ORD-001130,2023-03-02 00:00:00,150.0
TKT-00129,CUST-0048,ORD-001135,2023-08-31 00:00:00,400.0
TKT-00130,CUST-0048,ORD-001139,2024-02-15 00:00:00,150.0
TKT-00131,CUST-0048,ORD-001141,2024-04-24 00:00:00,150.0
TKT-00132,CUST-0049,ORD-001147,2023-04-03 00:00:00,150.0
TKT-00133,CUST-0049,ORD-001156,2023-12-07 00:00:00,150.0
TKT-00134,CUST-0050,ORD-001167,2022-05-10 00:00:00,150.0
TKT-00135,CUST-0050,ORD-001170,2022-06-28 00:00:00,150.0
TKT-00136,CUST-0050,ORD-001201,2023-11-26 00:00:00,150.0
TKT-00137,CUST-0050,ORD-001208,2024-03-27 00:00:00,150.0
TKT-00138,CUST-0053,ORD-001242,2022-12-30 00:00:00,150.0
TKT-00139,CUST-0054,ORD-001245,2023-04-18 00:00:00,150.0
TKT-00140,CUST-0054,ORD-001247,2023-05-08 00:00:00,150.0
TKT-00141,CUST-0054,ORD-001251,2023-06-17 00:00:00,150.0
TKT-00142,CUST-0054,ORD-001279,2024-04-13 00:00:00,400.0
TKT-00143,CUST-0054,ORD-001281,2024-04-30 00:00:00,150.0
TKT-00144,CUST-0056,ORD-001297,2023-06-13 00:00:00,
TKT-00145,CUST-0056,ORD-001307,2024-06-02 00:00:00,150.0
TKT-00146,CUST-0057,ORD-001313,2023-04-27 00:00:00,
TKT-00147,CUST-0057,ORD-001314,2023-08-03 00:00:00,150.0
TKT-00148,CUST-0058,ORD-001316,2022-09-06 00:00:00,150.0
TKT-00149,CUST-0058,ORD-001317,2023-01-14 00:00:00,400.0
TKT-00150,CUST-0059,ORD-001321,2023-03-04 00:00:00,150.0
TKT-00151,CUST-0059,ORD-001322,2023-03-24 00:00:00,150.0
TKT-00152,CUST-0059,ORD-001323,2023-04-24 00:00:00,150.0
TKT-00153,CUST-0059,ORD-001324,2023-05-08 00:00:00,150.0
TKT-00154,CUST-0059,ORD-001326,2023-07-10 00:00:00,400.0
TKT-00155,CUST-0059,ORD-001337,2024-03-30 00:00:00,150.0
TKT-00156,CUST-0059,ORD-001338,2024-04-20 00:00:00,150.0
TKT-00157,CUST-0060,ORD-001354,2024-02-23 00:00:00,150.0
TKT-00158,CUST-0060,ORD-001357,2024-05-28 00:00:00,
TKT-00159,CUST-0062,ORD-001381,2024-01-03 00:00:00,150.0
TKT-00160,CUST-0062,ORD-001382,2024-02-12 00:00:00,150.0
TKT-00161,CUST-0062,ORD-001384,2024-05-02 00:00:00,150.0
TKT-00162,CUST-0063,ORD-001386,2022-09-06 00:00:00,150.0
TKT-00163,CUST-0063,ORD-001389,2022-11-01 00:00:00,150.0
TKT-00164,CUST-0063,ORD-001397,2023-03-09 00:00:00,150.0
TKT-00165,CUST-0063,ORD-001405,2023-08-04 00:00:00,150.0
TKT-00166,CUST-0063,ORD-001412,2023-12-06 00:00:00,150.0
TKT-00167,CUST-0063,ORD-001414,2024-01-17 00:00:00,150.0
TKT-00168,CUST-0063,ORD-001416,2024-02-22 00:00:00,150.0
TKT-00169,CUST-0064,ORD-001426,2022-05-25 00:00:00,150.0
TKT-00170,CUST-0065,ORD-001430,2022-11-01 00:00:00,150.0
TKT-00171,CUST-0065,ORD-001455,2023-04-02 00:00:00,150.0
TKT-00172,CUST-0065,ORD-001466,2023-06-15 00:00:00,
TKT-00173,CUST-0065,ORD-001476,2023-08-16 00:00:00,150.0
TKT-00174,CUST-0065,ORD-001511,2024-03-18 00:00:00,150.0
TKT-00175,CUST-0065,ORD-001518,2024-05-03 00:00:00,150.0
TKT-00176,CUST-0065,ORD-001519,2024-05-10 00:00:00,150.0
TKT-00177,CUST-0066,ORD-001530,2022-12-11 00:00:00,150.0
TKT-00178,CUST-0066,ORD-001531,2023-01-12 00:00:00,150.0
TKT-00179,CUST-0068,ORD-001557,2023-08-03 00:00:00,400.0
TKT-00180,CUST-0069,ORD-001575,2023-06-21 00:00:00,150.0
TKT-00181,CUST-0069,ORD-001582,2023-08-11 00:00:00,150.0
TKT-00182,CUST-0069,ORD-001589,2023-09-20 00:00:00,150.0
TKT-00183,CUST-0069,ORD-001590,2023-09-27 00:00:00,150.0
TKT-00184,CUST-0069,ORD-001596,2023-11-03 00:00:00,150.0
TKT-00185,CUST-0069,ORD-001607,2024-01-08 00:00:00,150.0
TKT-00186,CUST-0070,ORD-001655,2023-06-14 00:00:00,150.0
TKT-00187,CUST-0070,ORD-001662,2023-10-17 00:00:00,150.0
TKT-00188,CUST-0071,ORD-001724,2024-01-20 00:00:00,150.0
TKT-00189,CUST-0072,ORD-001757,2023-04-17 00:00:00,150.0
TKT-00190,CUST-0072,ORD-001769,2023-08-23 00:00:00,400.0
TKT-00191,CUST-0072,ORD-001772,2023-09-15 00:00:00,150.0
TKT-00192,CUST-0072,ORD-001784,2024-01-22 00:00:00,150.0
TKT-00193,CUST-0072,ORD-001789,2024-03-07 00:00:00,150.0
TKT-00194,CUST-0072,ORD-001790,2024-03-14 00:00:00,150.0
TKT-00195,CUST-0074,ORD-001807,2023-04-29 00:00:00,150.0
TKT-00196,CUST-0075,ORD-001833,2023-12-05 00:00:00,150.0
TKT-00197,CUST-0075,ORD-001834,2023-12-30 00:00:00,150.0
TKT-00198,CUST-0076,ORD-001843,2023-06-18 00:00:00,150.0
TKT-00199,CUST-0076,ORD-001849,2023-08-20 00:00:00,150.0
TKT-00200,CUST-0076,ORD-001853,2023-09-22 00:00:00,400.0
TKT-00201,CUST-0076,ORD-001855,2023-10-16 00:00:00,400.0
TKT-00202,CUST-0076,ORD-001856,2023-10-30 00:00:00,150.0
TKT-00203,CUST-0076,ORD-001863,2024-01-02 00:00:00,150.0
TKT-00204,CUST-0076,ORD-001868,2024-02-22 00:00:00,150.0
TKT-00205,CUST-0076,ORD-001873,2024-04-16 00:00:00,150.0
TKT-00206,CUST-0078,ORD-001888,2022-05-28 00:00:00,150.0
TKT-00207,CUST-0078,ORD-001892,2022-11-09 00:00:00,400.0
TKT-00208,CUST-0081,ORD-001925,2022-06-07 00:00:00,150.0
TKT-00209,CUST-0081,ORD-001930,2022-11-11 00:00:00,400.0
TKT-00210,CUST-0081,ORD-001931,2022-12-05 00:00:00,150.0
TKT-00211,CUST-0081,ORD-001933,2023-02-06 00:00:00,150.0
TKT-00212,CUST-0081,ORD-001942,2023-09-14 00:00:00,150.0
TKT-00213,CUST-0081,ORD-001943,2023-10-15 00:00:00,150.0
TKT-00214,CUST-0082,ORD-001954,2022-10-05 00:00:00,150.0
TKT-00215,CUST-0082,ORD-001955,2022-11-02 00:00:00,400.0
TKT-00216,CUST-0082,ORD-001956,2022-12-06 00:00:00,150.0
TKT-00217,CUST-0082,ORD-001958,2023-02-19 00:00:00,
TKT-00218,CUST-0082,ORD-001962,2023-11-20 00:00:00,150.0
TKT-00219,CUST-0082,ORD-001963,2024-02-24 00:00:00,150.0
TKT-00220,CUST-0085,ORD-001983,2022-07-31 00:00:00,150.0
TKT-00221,CUST-0085,ORD-001987,2022-11-19 00:00:00,400.0
TKT-00222,CUST-0085,ORD-001990,2023-03-02 00:00:00,400.0
TKT-00223,CUST-0085,ORD-001994,2023-07-13 00:00:00,150.0
TKT-00224,CUST-0085,ORD-002004,2024-05-16 00:00:00,150.0
TKT-00225,CUST-0085,ORD-002005,2024-06-12 00:00:00,150.0
TKT-00226,CUST-0087,ORD-002014,2023-04-17 00:00:00,150.0
TKT-00227,CUST-0087,ORD-002023,2024-03-11 00:00:00,150.0
TKT-00228,CUST-0089,ORD-002050,2023-12-16 00:00:00,
TKT-00229,CUST-0090,ORD-002060,2023-03-25 00:00:00,150.0
TKT-00230,CUST-0091,ORD-002064,2023-03-28 00:00:00,400.0
TKT-00231,CUST-0092,ORD-002088,2023-06-21 00:00:00,150.0
TKT-00232,CUST-0093,ORD-002146,2023-07-16 00:00:00,150.0
TKT-00233,CUST-0098,ORD-002197,2024-05-03 00:00:00,400.0
TKT-00234,CUST-0101,ORD-002255,2024-03-27 00:00:00,150.0
TKT-00235,CUST-0104,ORD-002282,2022-08-29 00:00:00,400.0
TKT-00236,CUST-0105,ORD-002294,2022-09-26 00:00:00,400.0
TKT-00237,CUST-0105,ORD-002299,2022-10-29 00:00:00,400.0
TKT-00238,CUST-0105,ORD-002303,2022-11-23 00:00:00,400.0
TKT-00239,CUST-0105,ORD-002306,2022-12-11 00:00:00,400.0
TKT-00240,CUST-0105,ORD-002311,2023-01-15 00:00:00,150.0
TKT-00241,CUST-0105,ORD-002320,2023-03-17 00:00:00,150.0
TKT-00242,CUST-0105,ORD-002327,2023-05-06 00:00:00,
TKT-00243,CUST-0105,ORD-002338,2023-07-21 00:00:00,400.0
TKT-00244,CUST-0105,ORD-002349,2023-10-08 00:00:00,150.0
TKT-00245,CUST-0105,ORD-002360,2023-12-28 00:00:00,400.0
TKT-00246,CUST-0105,ORD-002375,2024-03-28 00:00:00,150.0
TKT-00247,CUST-0105,ORD-002377,2024-04-11 00:00:00,150.0
TKT-00248,CUST-0105,ORD-002382,2024-05-15 00:00:00,150.0
TKT-00249,CUST-0105,ORD-002386,2024-06-12 00:00:00,150.0
TKT-00250,CUST-0106,ORD-002390,2022-06-25 00:00:00,400.0
TKT-00251,CUST-0106,ORD-002393,2023-01-09 00:00:00,150.0
TKT-00252,CUST-0107,ORD-002398,2022-10-07 00:00:00,150.0
TKT-00253,CUST-0107,ORD-002403,2023-03-16 00:00:00,150.0
TKT-00254,CUST-0107,ORD-002407,2023-07-17 00:00:00,150.0
TKT-00255,CUST-0107,ORD-002410,2023-10-19 00:00:00,150.0
TKT-00256,CUST-0107,ORD-002411,2023-11-29 00:00:00,150.0
TKT-00257,CUST-0109,ORD-002427,2022-05-04 00:00:00,400.0
TKT-00258,CUST-0109,ORD-002438,2022-07-14 00:00:00,150.0
TKT-00259,CUST-0109,ORD-002440,2022-07-21 00:00:00,150.0
TKT-00260,CUST-0109,ORD-002444,2022-08-20 00:00:00,150.0
TKT-00261,CUST-0109,ORD-002450,2022-09-30 00:00:00,400.0
TKT-00262,CUST-0109,ORD-002451,2022-10-09 00:00:00,150.0
TKT-00263,CUST-0109,ORD-002457,2022-11-16 00:00:00,150.0
TKT-00264,CUST-0109,ORD-002459,2022-12-01 00:00:00,150.0
TKT-00265,CUST-0109,ORD-002466,2023-01-12 00:00:00,
TKT-00266,CUST-0109,ORD-002471,2023-02-13 00:00:00,
TKT-00267,CUST-0109,ORD-002472,2023-02-15 00:00:00,
TKT-00268,CUST-0109,ORD-002473,2023-02-28 00:00:00,150.0
TKT-00269,CUST-0109,ORD-002478,2023-03-29 00:00:00,400.0
TKT-00270,CUST-0109,ORD-002480,2023-04-08 00:00:00,150.0
TKT-00271,CUST-0109,ORD-002488,2023-05-24 00:00:00,150.0
TKT-00272,CUST-0109,ORD-002492,2023-06-18 00:00:00,
TKT-00273,CUST-0109,ORD-002505,2023-09-24 00:00:00,150.0
TKT-00274,CUST-0109,ORD-002508,2023-10-13 00:00:00,150.0
TKT-00275,CUST-0109,ORD-002513,2023-11-15 00:00:00,150.0
TKT-00276,CUST-0109,ORD-002515,2023-12-01 00:00:00,150.0
TKT-00277,CUST-0109,ORD-002517,2023-12-15 00:00:00,150.0
TKT-00278,CUST-0109,ORD-002522,2024-01-14 00:00:00,150.0
TKT-00279,CUST-0109,ORD-002527,2024-02-19 00:00:00,150.0
TKT-00280,CUST-0109,ORD-002529,2024-03-05 00:00:00,
TKT-00281,CUST-0109,ORD-002533,2024-03-31 00:00:00,150.0
TKT-00282,CUST-0109,ORD-002538,2024-05-04 00:00:00,150.0
TKT-00283,CUST-0109,ORD-002544,2024-06-11 00:00:00,150.0
TKT-00284,CUST-0109,ORD-002548,2024-06-30 00:00:00,150.0
TKT-00285,CUST-0110,ORD-002553,2022-11-13 00:00:00,150.0
TKT-00286,CUST-0111,ORD-002565,2023-12-15 00:00:00,150.0
TKT-00287,CUST-0111,ORD-002566,2024-02-10 00:00:00,150.0
TKT-00288,CUST-0112,ORD-002582,2024-05-21 00:00:00,150.0
TKT-00289,CUST-0114,ORD-002590,2022-08-19 00:00:00,150.0
TKT-00290,CUST-0116,ORD-002619,2022-11-13 00:00:00,150.0
TKT-00291,CUST-0116,ORD-002631,2023-10-26 00:00:00,150.0
TKT-00292,CUST-0116,ORD-002637,2024-04-08 00:00:00,150.0
TKT-00293,CUST-0116,ORD-002639,2024-06-02 00:00:00,150.0
TKT-00294,CUST-0117,ORD-002649,2023-02-20 00:00:00,
TKT-00295,CUST-0117,ORD-002652,2023-03-24 00:00:00,150.0
TKT-00296,CUST-0117,ORD-002657,2023-05-07 00:00:00,400.0
TKT-00297,CUST-0117,ORD-002666,2023-07-29 00:00:00,150.0
TKT-00298,CUST-0117,ORD-002680,2023-12-13 00:00:00,150.0
TKT-00299,CUST-0117,ORD-002687,2024-02-21 00:00:00,150.0
TKT-00300,CUST-0117,ORD-002700,2024-06-24 00:00:00,
TKT-00301,CUST-0118,ORD-002709,2022-08-04 00:00:00,150.0
TKT-00302,CUST-0118,ORD-002712,2022-09-24 00:00:00,150.0
TKT-00303,CUST-0118,ORD-002721,2023-01-21 00:00:00,150.0
TKT-00304,CUST-0118,ORD-002723,2023-02-15 00:00:00,150.0
TKT-00305,CUST-0118,ORD-002735,2023-08-24 00:00:00,150.0
TKT-00306,CUST-0118,ORD-002736,2023-09-04 00:00:00,150.0
TKT-00307,CUST-0118,ORD-002747,2024-01-30 00:00:00,150.0
TKT-00308,CUST-0118,ORD-002750,2024-03-09 00:00:00,400.0
TKT-00309,CUST-0118,ORD-002752,2024-04-12 00:00:00,150.0
TKT-00310,CUST-0118,ORD-002756,2024-06-04 00:00:00,150.0
TKT-00311,CUST-0118,ORD-002758,2024-07-04 00:00:00,150.0
TKT-00312,CUST-0119,ORD-002762,2022-10-31 00:00:00,150.0
TKT-00313,CUST-0119,ORD-002763,2022-11-17 00:00:00,150.0
TKT-00314,CUST-0119,ORD-002799,2024-05-18 00:00:00,150.0
TKT-00315,CUST-0119,ORD-002800,2024-06-05 00:00:00,400.0
TKT-00316,CUST-0123,ORD-002857,2022-07-18 00:00:00,150.0
TKT-00317,CUST-0124,ORD-002869,2023-01-25 00:00:00,150.0
TKT-00318,CUST-0124,ORD-002874,2023-04-23 00:00:00,150.0
TKT-00319,CUST-0128,ORD-002951,2022-04-15 00:00:00,150.0
TKT-00320,CUST-0128,ORD-002964,2024-01-14 00:00:00,150.0
TKT-00321,CUST-0129,ORD-002974,2023-03-30 00:00:00,150.0
TKT-00322,CUST-0129,ORD-002985,2024-01-23 00:00:00,150.0
TKT-00323,CUST-0129,ORD-002989,2024-05-16 00:00:00,150.0
TKT-00324,CUST-0130,ORD-003009,2024-01-08 00:00:00,150.0
TKT-00325,CUST-0133,ORD-003066,2022-08-17 00:00:00,150.0
TKT-00326,CUST-0133,ORD-003078,2023-04-11 00:00:00,400.0
TKT-00327,CUST-0133,ORD-003085,2023-09-02 00:00:00,150.0
TKT-00328,CUST-0133,ORD-003092,2024-01-20 00:00:00,150.0
TKT-00329,CUST-0133,ORD-003093,2024-02-14 00:00:00,150.0
TKT-00330,CUST-0136,ORD-003126,2023-02-07 00:00:00,150.0
TKT-00331,CUST-0136,ORD-003136,2024-03-24 00:00:00,150.0
TKT-00332,CUST-0137,ORD-003156,2023-06-12 00:00:00,150.0
TKT-00333,CUST-0137,ORD-003179,2023-11-09 00:00:00,400.0
TKT-00334,CUST-0137,ORD-003180,2023-11-16 00:00:00,150.0
TKT-00335,CUST-0137,ORD-003181,2023-11-23 00:00:00,150.0
TKT-00336,CUST-0137,ORD-003182,2023-11-29 00:00:00,150.0
TKT-00337,CUST-0137,ORD-003183,2023-12-06 00:00:00,150.0
TKT-00338,CUST-0137,ORD-003185,2023-12-17 00:00:00,
TKT-00339,CUST-0137,ORD-003187,2023-12-29 00:00:00,150.0
TKT-00340,CUST-0137,ORD-003198,2024-03-12 00:00:00,150.0
TKT-00341,CUST-0137,ORD-003200,2024-03-28 00:00:00,150.0
TKT-00342,CUST-0137,ORD-003202,2024-04-12 00:00:00,
TKT-00343,CUST-0138,ORD-003214,2023-01-24 00:00:00,
TKT-00344,CUST-0138,ORD-003221,2023-09-23 00:00:00,150.0
TKT-00345,CUST-0138,ORD-003222,2023-10-25 00:00:00,150.0
TKT-00346,CUST-0138,ORD-003225,2024-02-09 00:00:00,150.0
TKT-00347,CUST-0140,ORD-003247,2023-01-05 00:00:00,400.0
TKT-00348,CUST-0140,ORD-003259,2023-03-23 00:00:00,150.0
TKT-00349,CUST-0140,ORD-003268,2023-05-26 00:00:00,150.0
TKT-00350,CUST-0140,ORD-003270,2023-06-08 00:00:00,150.0
TKT-00351,CUST-0140,ORD-003276,2023-07-14 00:00:00,150.0
TKT-00352,CUST-0140,ORD-003290,2023-10-03 00:00:00,150.0
TKT-00353,CUST-0140,ORD-003303,2024-01-02 00:00:00,150.0
TKT-00354,CUST-0140,ORD-003306,2024-01-23 00:00:00,150.0
TKT-00355,CUST-0140,ORD-003307,2024-01-30 00:00:00,150.0
TKT-00356,CUST-0140,ORD-003309,2024-02-12 00:00:00,
TKT-00357,CUST-0140,ORD-003312,2024-03-01 00:00:00,150.0
TKT-00358,CUST-0140,ORD-003327,2024-06-08 00:00:00,150.0
TKT-00359,CUST-0140,ORD-003330,2024-06-28 00:00:00,150.0
TKT-00360,CUST-0141,ORD-003343,2022-09-30 00:00:00,150.0
TKT-00361,CUST-0141,ORD-003358,2023-05-28 00:00:00,150.0
TKT-00362,CUST-0141,ORD-003383,2024-06-21 00:00:00,150.0
TKT-00363,CUST-0142,ORD-003384,2022-10-19 00:00:00,400.0
TKT-00364,CUST-0142,ORD-003406,2024-02-09 00:00:00,
TKT-00365,CUST-0142,ORD-003408,2024-04-01 00:00:00,150.0
TKT-00366,CUST-0142,ORD-003410,2024-05-15 00:00:00,150.0
TKT-00367,CUST-0143,ORD-003424,2022-12-29 00:00:00,150.0
TKT-00368,CUST-0144,ORD-003431,2023-03-28 00:00:00,150.0
