customer_id,join_date,acquisition_channel,cac,city
CUST-0106,2022-04-16,Affiliate,339.95,Bombay
CUST-0107,2022-07-14,Organic,0.0,DELHI
CUST-0108,2023-03-13,Social_Ads,925.33,BANGALORE
CUST-0109,2022-04-23,Paid_Search,409.13,BANGALORE
CUST-0110,2022-06-22,Organic,0.0,BANGALORE
CUST-0111,2023-04-16,Paid_Search,382.97,Bengaluru
CUST-0112,2022-10-16,Affiliate,319.56,Delhi
CUST-0113,2023-03-20,Affiliate,295.4,Mumbai
CUST-0114,2022-06-17,Social_Ads,707.73,bengaluru
CUST-0115,2022-05-23,Social_Ads,880.64,BANGALORE
CUST-0116,2022-08-29,Social_Ads,646.2,Mumbai
CUST-0117,2022-11-29,Social_Ads,661.96,Mumbai
CUST-0118,2022-04-13,Organic,0.0,MUMBAI
CUST-0119,2022-08-31,Paid_Search,480.5,MUMBAI
CUST-0120,2022-05-12,Affiliate,332.03,Delhi
CUST-0121,2023-05-09,Organic,0.0,Mumbai
CUST-0122,2022-12-13,Social_Ads,930.57,DELHI
CUST-0123,2022-04-12,Affiliate,249.12, delhi
CUST-0124,2022-12-23,Paid_Search,499.05,Mumbai
CUST-0125,2022-09-30,Organic,0.0,bengaluru
CUST-0126,2022-11-28,Organic,0.0,DELHI
CUST-0127,2022-08-10,Affiliate,355.29,Bombay
CUST-0128,2022-04-01,Paid_Search,492.08,bengaluru
CUST-0129,2022-08-12,Affiliate,339.09,bengaluru
CUST-0130,2023-03-02,Social_Ads,939.08,mumbai 
CUST-0131,2023-01-20,Affiliate,295.77,Bombay
CUST-0132,2022-09-11,Social_Ads,912.3,MUMBAI
CUST-0133,2022-07-01,Affiliate,335.74,mumbai 
CUST-0134,2022-12-26,Social_Ads,921.63, delhi
CUST-0135,2023-05-01,Organic,0.0,Delhi
CUST-0136,2022-10-12,Affiliate,330.98,BANGALORE
CUST-0137,2023-02-10,Affiliate,242.07,bengaluru
CUST-0138,2022-12-21,Paid_Search,403.79,bengaluru
CUST-0139,2022-09-29,Affiliate,281.25, delhi
CUST-0140,2022-12-26,Social_Ads,785.2,bengaluru
CUST-0141,2022-03-03,Social_Ads,870.81,mumbai 
CUST-0142,2022-10-02,Organic,0.0, delhi
CUST-0143,2022-04-21,Paid_Search,492.95,mumbai 
CUST-0144,2023-03-03,Social_Ads,702.12,MUMBAI
CUST-0145,2022-06-04,Social_Ads,644.53,MUMBAI
CUST-0146,2023-05-14,Social_Ads,657.45,mumbai 
CUST-0147,2023-03-21,Paid_Search,495.5,Delhi
CUST-0148,2022-05-26,Organic,0.0,DELHI
CUST-0149,2023-05-10,Social_Ads,656.44,Bombay
CUST-0150,2022-07-25,Organic,0.0,Mumbai
CUST-0151,2023-02-20,Paid_Search,461.31,mumbai 
CUST-0152,2022-03-02,Organic,0.0,Bombay
CUST-0153,2022-07-14,Paid_Search,441.09,DELHI
CUST-0154,2022-08-08,Social_Ads,737.72, delhi
CUST-0155,2023-05-07,Organic,0.0,Delhi
CUST-0156,2022-12-05,Paid_Search,374.61,Bangalore
CUST-0157,2022-02-08,Paid_Search,388.18,DELHI
CUST-0158,2022-11-01,Affiliate,296.39,Delhi
CUST-0159,2022-12-28,Paid_Search,410.89,BANGALORE
CUST-0160,2022-04-30,Organic,0.0, delhi
CUST-0161,2022-02-28,Paid_Search,458.02,Bangalore
CUST-0162,2022-02-06,Social_Ads,659.08,mumbai 
CUST-0163,2022-03-05,Social_Ads,789.98,bengaluru
CUST-0164,2022-09-14,Affiliate,304.8,BANGALORE
CUST-0165,2022-01-21,Organic,0.0, delhi
CUST-0166,2022-05-09,Social_Ads,648.28,Delhi
CUST-0167,2023-02-25,Organic,0.0,Delhi
CUST-0168,2022-09-23,Paid_Search,477.27,bengaluru
CUST-0169,2022-08-12,Paid_Search,474.26,DELHI
CUST-0170,2022-06-28,Organic,0.0,bengaluru
CUST-0171,2022-06-18,Organic,0.0,Bombay
CUST-0172,2023-04-29,Social_Ads,768.14, delhi
CUST-0173,2022-02-15,Organic,0.0,bengaluru
CUST-0174,2023-03-19,Organic,0.0,Bengaluru
CUST-0175,2022-01-28,Affiliate,262.51,bengaluru
CUST-0176,2022-08-15,Affiliate,331.2,Delhi
CUST-0177,2022-03-09,Social_Ads,936.86,DELHI
CUST-0178,2022-01-15,Affiliate,356.78,MUMBAI
CUST-0179,2022-10-10,Paid_Search,362.46,BANGALORE
CUST-0180,2023-03-07,Organic,0.0,Bombay
CUST-0181,2023-03-03,Organic,0.0, delhi
CUST-0182,2022-12-28,Social_Ads,727.5,DELHI
CUST-0183,2022-08-22,Affiliate,306.15,Bombay
CUST-0184,2022-09-18,Paid_Search,494.33,Delhi
CUST-0185,2023-01-31,Organic,0.0,BANGALORE
CUST-0186,2022-05-17,Social_Ads,902.58,DELHI
CUST-0187,2022-10-24,Social_Ads,959.65,DELHI
CUST-0188,2022-10-03,Paid_Search,447.18,bengaluru
CUST-0189,2023-04-23,Affiliate,278.61,Bangalore
CUST-0190,2022-07-16,Paid_Search,402.04,DELHI
CUST-0191,2023-01-17,Organic,0.0,BANGALORE
CUST-0192,2023-02-10,Affiliate,338.49,Delhi
CUST-0193,2022-03-06,Affiliate,300.27,mumbai 
CUST-0194,2022-02-21,Organic,0.0,BANGALORE
CUST-0195,2022-03-15,Organic,0.0, delhi
CUST-0196,2022-08-29,Paid_Search,500.67,mumbai 
CUST-0197,2022-12-21,Social_Ads,767.19,Delhi
CUST-0198,2023-03-16,Social_Ads,810.76,DELHI
CUST-0199,2022-01-19,Affiliate,314.1,Delhi
CUST-0200,2023-01-18,Social_Ads,668.92,Mumbai
CUST-0201,2022-03-27,Organic,0.0,Bengaluru
CUST-0202,2023-02-12,Organic,0.0,bengaluru
CUST-0203,2022-03-16,Social_Ads,718.14,BANGALORE
CUST-0204,2022-03-31,Paid_Search,374.21,Bombay
CUST-0205,2023-04-13,Paid_Search,464.97,Bangalore
CUST-0206,2022-05-11,Affiliate,295.15, delhi
CUST-0207,2023-04-07,Organic,0.0,Bangalore
CUST-0208,2023-04-29,Organic,0.0,bengaluru
CUST-0209,2022-05-09,Affiliate,294.82,DELHI
CUST-0210,2023-03-13,Paid_Search,446.98,Bangalore
CUST-0211,2022-07-03,Affiliate,308.98, delhi
CUST-0212,2023-05-16,Social_Ads,905.61,Bombay
CUST-0213,2022-10-17,Social_Ads,916.82,Mumbai
CUST-0214,2023-02-02,Affiliate,335.86,bengaluru
CUST-0215,2022-04-08,Paid_Search,471.76, delhi
CUST-0216,2022-02-19,Paid_Search,522.61, delhi
CUST-0217,2023-02-08,Organic,0.0,bengaluru
CUST-0218,2023-04-11,Paid_Search,413.12,Bombay
CUST-0219,2022-03-09,Paid_Search,501.57,mumbai 
CUST-0220,2022-05-12,Social_Ads,932.5,Bombay
CUST-0221,2023-03-22,Social_Ads,748.39,Delhi
CUST-0222,2022-03-14,Affiliate,330.5,MUMBAI
CUST-0223,2022-07-07,Affiliate,250.84,DELHI
CUST-0224,2022-10-02,Organic,0.0,bengaluru
CUST-0225,2022-07-15,Social_Ads,903.17,DELHI
CUST-0226,2022-04-30,Organic,0.0, delhi
CUST-0227,2022-04-24,Social_Ads,847.25, delhi
CUST-0228,2022-06-04,Affiliate,317.91,Delhi
CUST-0229,2023-04-30,Paid_Search,366.7,Bombay
CUST-0230,2022-05-01,Organic,0.0,MUMBAI
CUST-0231,2022-07-09,Affiliate,320.46,BANGALORE
CUST-0232,2022-12-02,Paid_Search,377.82,BANGALORE
CUST-0233,2022-01-17,Affiliate,322.83,Bangalore
CUST-0234,2023-05-02,Affiliate,268.33,bengaluru
CUST-0235,2022-07-08,Organic,0.0, delhi
CUST-0236,2022-07-23,Social_Ads,728.28,Mumbai
CUST-0237,2022-12-06,Affiliate,265.45,Mumbai
CUST-0238,2022-05-05,Organic,0.0,Bangalore
CUST-0239,2022-04-17,Organic,0.0,Delhi
CUST-0240,2023-02-08,Social_Ads,928.17,Mumbai
CUST-0241,2022-03-08,Social_Ads,812.87,MUMBAI
CUST-0242,2023-03-20,Organic,0.0,Delhi
CUST-0243,2022-10-29,Social_Ads,743.61,MUMBAI
CUST-0244,2022-03-06,Social_Ads,877.35,Mumbai
CUST-0245,2022-08-18,Organic,0.0,Bengaluru
CUST-0246,2022-04-24,Affiliate,353.45,Delhi
CUST-0247,2022-11-26,Social_Ads,948.49,Bengaluru
CUST-0248,2022-08-07,Affiliate,322.33,BANGALORE
CUST-0249,2023-04-06,Affiliate,249.69,MUMBAI
CUST-0250,2022-05-21,Organic,0.0,mumbai 
CUST-0251,2022-09-29,Affiliate,275.39, delhi
CUST-0252,2023-02-11,Affiliate,324.21,MUMBAI
CUST-0253,2023-03-31,Affiliate,267.42,bengaluru
CUST-0254,2022-08-01,Affiliate,327.55,bengaluru
CUST-0255,2022-12-07,Affiliate,270.59,Bangalore
CUST-0256,2022-02-16,Affiliate,339.81,Mumbai
CUST-0257,2023-01-17,Affiliate,328.66,MUMBAI
CUST-0258,2023-05-05,Organic,0.0,DELHI
CUST-0259,2022-07-01,Organic,0.0,BANGALORE
CUST-0260,2022-11-04,Organic,0.0,Bengaluru
CUST-0261,2022-12-03,Paid_Search,446.79,Mumbai
CUST-0262,2022-07-08,Social_Ads,676.76,DELHI
CUST-0263,2023-03-09,Paid_Search,460.97,Bengaluru
CUST-0264,2022-04-03,Social_Ads,727.45,mumbai 
CUST-0265,2022-01-04,Social_Ads,698.05,Bangalore
CUST-0266,2022-03-14,Affiliate,328.92,Mumbai
CUST-0267,2022-09-29,Organic,0.0,DELHI
CUST-0268,2022-03-22,Affiliate,284.41,bengaluru
CUST-0269,2022-03-21,Organic,0.0,Mumbai
CUST-0270,2022-08-15,Organic,0.0,BANGALORE
CUST-0271,2022-05-20,Affiliate,265.87,Bengaluru
CUST-0272,2022-02-26,Social_Ads,730.64,BANGALORE
CUST-0273,2022-04-23,Social_Ads,766.48,Mumbai
CUST-0274,2022-06-04,Organic,0.0,MUMBAI
CUST-0275,2022-06-17,Social_Ads,678.39,BANGALORE
CUST-0276,2022-03-08,Affiliate,285.62,MUMBAI
CUST-0277,2022-07-23,Social_Ads,915.76,Mumbai
CUST-0278,2022-08-24,Affiliate,350.54,mumbai 
CUST-0279,2022-07-27,Affiliate,325.14,DELHI
CUST-0280,2022-07-27,Social_Ads,646.67,mumbai 
CUST-0281,2022-08-24,Paid_Search,509.76,DELHI
CUST-0282,2023-03-09,Organic,0.0,BANGALORE
CUST-0283,2022-02-10,Affiliate,287.49,DELHI
CUST-0284,2022-06-20,Social_Ads,889.32,Mumbai
CUST-0285,2022-09-19,Organic,0.0,DELHI
CUST-0286,2023-05-06,Social_Ads,902.06,Delhi
CUST-0287,2022-03-16,Paid_Search,406.07,MUMBAI
CUST-0288,2022-02-08,Paid_Search,391.89, delhi
CUST-0289,2023-01-22,Affiliate,307.65,BANGALORE
CUST-0290,2022-06-11,Social_Ads,688.31,Delhi
CUST-0291,2022-11-20,Affiliate,276.34,bengaluru
CUST-0292,2022-09-17,Organic,0.0,BANGALORE
CUST-0293,2022-01-30,Affiliate,284.25,mumbai 
CUST-0294,2023-03-19,Organic,0.0,Delhi
CUST-0295,2022-10-25,Affiliate,306.52,Bengaluru
CUST-0296,2022-11-30,Affiliate,262.59, delhi
CUST-0297,2022-03-19,Affiliate,354.93,DELHI
CUST-0298,2023-01-01,Organic,0.0,Bangalore
CUST-0299,2022-12-29,Organic,0.0,Bombay
CUST-0300,2022-07-10,Paid_Search,525.23,BANGALORE
CUST-0301,2022-12-14,Affiliate,311.75,bengaluru
CUST-0302,2022-02-18,Organic,0.0,BANGALORE
CUST-0303,2023-01-06,Social_Ads,912.5,Bangalore
CUST-0304,2022-10-26,Social_Ads,852.36,mumbai 
CUST-0305,2022-12-24,Social_Ads,851.88,Delhi
CUST-0306,2022-10-14,Organic,0.0,bengaluru
CUST-0307,2022-12-26,Paid_Search,509.21, delhi
CUST-0308,2022-12-10,Organic,0.0,DELHI
CUST-0309,2022-06-08,Organic,0.0,Bangalore
CUST-0310,2022-04-09,Social_Ads,712.49,Bangalore
CUST-0311,2022-06-01,Paid_Search,512.0,Mumbai
CUST-0312,2022-06-22,Organic,0.0, delhi
CUST-0313,2022-07-12,Paid_Search,387.77,Delhi
CUST-0314,2022-08-13,Paid_Search,367.86,DELHI
CUST-0315,2022-11-09,Paid_Search,411.29,BANGALORE
CUST-0316,2022-05-03,Paid_Search,415.7,DELHI
CUST-0317,2022-12-14,Paid_Search,530.48,BANGALORE
CUST-0318,2023-02-03,Affiliate,285.82,BANGALORE
CUST-0319,2023-02-15,Paid_Search,468.84,mumbai 
CUST-0320,2022-09-04,Organic,0.0, delhi
CUST-0321,2023-03-10,Organic,0.0,Delhi
CUST-0322,2023-01-26,Social_Ads,691.3,Bombay
CUST-0323,2022-02-16,Paid_Search,530.35,Bangalore
CUST-0324,2023-04-22,Affiliate,243.2,Bengaluru
CUST-0325,2022-07-11,Affiliate,268.29,Delhi
CUST-0326,2022-01-15,Social_Ads,741.98,Mumbai
CUST-0327,2022-03-12,Social_Ads,652.26,Bombay
CUST-0328,2022-08-29,Paid_Search,440.75,Delhi
CUST-0329,2022-05-12,Organic,0.0,MUMBAI
CUST-0330,2023-02-02,Affiliate,274.57,mumbai 
CUST-0331,2022-05-03,Organic,0.0,Bombay
CUST-0332,2023-03-05,Organic,0.0,Mumbai
CUST-0333,2022-03-15,Paid_Search,412.43,Delhi
CUST-0334,2022-10-20,Social_Ads,773.3,Mumbai
CUST-0335,2023-05-04,Social_Ads,808.34,Mumbai
CUST-0336,2022-01-23,Affiliate,316.28,bengaluru
CUST-0337,2022-01-09,Social_Ads,754.27,Delhi
CUST-0338,2023-01-11,Social_Ads,850.27,Mumbai
CUST-0339,2022-01-23,Social_Ads,752.74,mumbai 
CUST-0340,2022-08-26,Paid_Search,536.55,DELHI
CUST-0341,2022-02-02,Paid_Search,488.89,Bombay
CUST-0342,2022-04-14,Organic,0.0,Bangalore
CUST-0343,2023-04-23,Organic,0.0,BANGALORE
CUST-0344,2022-01-19,Affiliate,330.39,Bangalore
CUST-0345,2023-03-18,Social_Ads,889.87,bengaluru
CUST-0346,2023-02-14,Social_Ads,757.77,Bombay
CUST-0347,2022-06-23,Affiliate,356.85,BANGALORE
CUST-0348,2023-04-19,Affiliate,335.67,bengaluru
CUST-0349,2022-08-06,Organic,0.0, delhi
CUST-0350,2022-05-31,Paid_Search,417.82,Delhi
CUST-0351,2022-06-01,Social_Ads,738.08, delhi
CUST-0352,2022-12-20,Affiliate,293.27,Bombay
CUST-0353,2023-03-22,Organic,0.0, delhi
CUST-0354,2022-11-24,Affiliate,357.6,Bengaluru
CUST-0355,2022-11-23,Organic,0.0, delhi
CUST-0356,2022-03-15,Paid_Search,512.76,Bombay
CUST-0357,2022-02-04,Organic,0.0,mumbai 
CUST-0358,2023-05-02,Social_Ads,821.52,Bangalore
CUST-0359,2022-07-10,Affiliate,293.27,Bengaluru
CUST-0360,2022-07-07,Paid_Search,431.65, delhi
CUST-0361,2023-05-07,Social_Ads,676.3,MUMBAI
CUST-0362,2022-07-18,Affiliate,349.63,Delhi
CUST-0363,2022-12-27,Social_Ads,782.81,bengaluru
CUST-0364,2022-03-04,Affiliate,256.29,Mumbai
CUST-0365,2023-04-06,Affiliate,325.6,Mumbai
CUST-0366,2022-06-27,Social_Ads,867.05, delhi
CUST-0367,2023-03-12,Social_Ads,690.4,Bangalore
CUST-0368,2022-04-25,Social_Ads,678.84,Delhi
CUST-0369,2023-02-09,Paid_Search,448.92,mumbai 
CUST-0370,2023-02-16,Social_Ads,954.56,Bangalore
CUST-0371,2022-06-08,Organic,0.0,Bombay
CUST-0372,2023-02-26,Affiliate,308.99,Bangalore
CUST-0373,2022-02-07,Social_Ads,783.99, delhi
CUST-0374,2023-03-26,Social_Ads,905.3,MUMBAI
CUST-0375,2022-09-15,Paid_Search,523.93,Bengaluru
CUST-0376,2022-03-20,Organic,0.0,Delhi
CUST-0377,2022-04-26,Social_Ads,750.73, delhi
CUST-0378,2022-05-09,Social_Ads,702.82,mumbai 
CUST-0379,2022-06-05,Paid_Search,470.6,Delhi
CUST-0380,2023-04-28,Paid_Search,464.52,Delhi
CUST-0381,2022-01-22,Social_Ads,904.08,Delhi
CUST-0382,2023-05-01,Organic,0.0,mumbai 
CUST-0383,2022-08-02,Paid_Search,471.26,Delhi
CUST-0384,2022-10-07,Affiliate,274.76,DELHI
CUST-0385,2023-02-17,Affiliate,336.88,Bombay
CUST-0386,2022-02-07,Social_Ads,860.36,Bangalore
CUST-0387,2022-09-05,Affiliate,295.73,bengaluru
CUST-0388,2023-03-18,Paid_Search,489.31,bengaluru
CUST-0389,2023-01-25,Affiliate,284.46,Mumbai
CUST-0390,2022-08-27,Social_Ads,679.21,Bombay
CUST-0391,2022-02-19,Paid_Search,369.11,Bombay
CUST-0392,2023-05-08,Affiliate,343.84,MUMBAI
CUST-0393,2023-01-05,Social_Ads,740.07,Delhi
CUST-0394,2022-08-28,Affiliate,299.85,DELHI
CUST-0395,2022-02-16,Affiliate,353.43,Bombay
CUST-0396,2022-10-26,Paid_Search,423.52,Mumbai
CUST-0397,2022-11-02,Social_Ads,922.35,BANGALORE
CUST-0398,2022-01-05,Social_Ads,911.1,DELHI
CUST-0399,2023-01-08,Paid_Search,425.84,BANGALORE
CUST-0400,2022-07-25,Social_Ads,656.37,MUMBAI
CUST-0401,2022-05-28,Social_Ads,663.53, delhi
CUST-0402,2022-05-24,Affiliate,339.04, delhi
CUST-0403,2023-05-15,Organic,0.0,mumbai 
CUST-0404,2023-04-26,Social_Ads,756.99,Delhi
CUST-0405,2022-09-18,Paid_Search,432.25,Delhi
CUST-0406,2022-03-12,Organic,0.0,Bombay
CUST-0407,2022-11-07,Affiliate,347.18,MUMBAI
CUST-0408,2022-06-13,Social_Ads,692.0, delhi
CUST-0409,2022-06-22,Social_Ads,802.34, delhi
CUST-0410,2022-10-16,Affiliate,275.97,Delhi
CUST-0411,2022-12-11,Social_Ads,675.07,BANGALORE
CUST-0412,2023-03-23,Social_Ads,860.17,Delhi
CUST-0413,2023-05-11,Affiliate,318.67,Bangalore
CUST-0414,2022-09-03,Organic,0.0, delhi
CUST-0415,2023-02-25,Affiliate,321.69,Mumbai
CUST-0416,2022-01-10,Organic,0.0,Bombay
CUST-0417,2022-12-20,Paid_Search,396.7,BANGALORE
CUST-0418,2022-03-12,Organic,0.0, delhi
CUST-0419,2022-09-02,Social_Ads,808.15,DELHI
CUST-0420,2023-04-13,Paid_Search,455.96,bengaluru
CUST-0421,2022-09-05,Social_Ads,701.52,Delhi
CUST-0422,2022-06-02,Social_Ads,711.96,DELHI
CUST-0423,2022-04-17,Social_Ads,860.88,DELHI
CUST-0424,2022-06-28,Social_Ads,819.36,bengaluru
CUST-0425,2022-10-21,Social_Ads,856.52,Bombay
CUST-0426,2023-05-04,Affiliate,332.77,Bangalore
CUST-0427,2022-05-28,Social_Ads,945.7,Mumbai
CUST-0428,2022-12-02,Social_Ads,722.06,BANGALORE
CUST-0429,2023-02-28,Paid_Search,456.94,mumbai 
CUST-0430,2022-11-12,Paid_Search,493.36,MUMBAI
CUST-0431,2022-12-09,Paid_Search,522.93,MUMBAI
CUST-0432,2022-02-21,Paid_Search,434.39,Bombay
CUST-0433,2023-01-30,Organic,0.0, delhi
CUST-0434,2022-12-01,Paid_Search,528.31,BANGALORE
CUST-0435,2022-04-13,Affiliate,330.71,DELHI
CUST-0436,2022-11-27,Social_Ads,658.93,Bengaluru
CUST-0437,2023-01-14,Paid_Search,490.16,Delhi
CUST-0438,2023-03-28,Paid_Search,510.77,Bengaluru
CUST-0439,2022-04-06,Affiliate,352.39,bengaluru
CUST-0440,2022-06-02,Organic,0.0,Mumbai
CUST-0441,2022-08-21,Social_Ads,956.51,BANGALORE
CUST-0442,2022-08-28,Paid_Search,409.11,Delhi
CUST-0443,2023-01-10,Social_Ads,786.85,mumbai 
CUST-0444,2023-01-13,Paid_Search,420.68,mumbai 
CUST-0445,2022-11-09,Paid_Search,514.11,Bombay
CUST-0446,2022-06-17,Affiliate,250.41, delhi
CUST-0447,2022-03-13,Organic,0.0,MUMBAI
CUST-0448,2022-07-16,Organic,0.0,bengaluru
CUST-0449,2022-10-26,Social_Ads,871.32,Bengaluru
CUST-0450,2022-07-04,Social_Ads,861.69,Delhi
CUST-0451,2022-06-07,Organic,0.0,bengaluru
CUST-0452,2023-04-15,Organic,0.0,DELHI
CUST-0453,2023-05-06,Paid_Search,384.04,MUMBAI
CUST-0454,2022-11-07,Affiliate,284.83, delhi
CUST-0455,2023-02-15,Affiliate,319.69,Delhi
CUST-0456,2023-01-22,Paid_Search,467.25,Delhi
CUST-0457,2022-12-27,Affiliate,283.41, delhi
CUST-0458,2023-03-01,Organic,0.0,MUMBAI
CUST-0459,2022-06-17,Paid_Search,513.81,Bombay
CUST-0460,2022-04-16,Organic,0.0,DELHI
CUST-0461,2022-08-17,Organic,0.0,DELHI
CUST-0462,2022-08-01,Paid_Search,442.22,Delhi
CUST-0463,2023-02-18,Affiliate,276.98,Delhi
CUST-0464,2023-02-23,Affiliate,240.36,Bangalore
CUST-0465,2022-08-05,Organic,0.0,Mumbai
CUST-0466,2023-04-24,Organic,0.0,mumbai 
CUST-0467,2023-01-29,Affiliate,256.25,Bombay
CUST-0468,2022-08-18,Social_Ads,918.28,BANGALORE
CUST-0469,2022-12-16,Affiliate,355.7,MUMBAI
CUST-0470,2022-04-02,Social_Ads,957.71,Bombay
